10327
4001	2	2
4001	9	2
4001	10	2
4001	11	2
4001	12	2
4001	13	2
4001	14	2
4001	15	2
4001	18	2
4001	19	2
4002	19	2
4003	19	2
4004	4	2
4004	5	2
4004	6	2
4004	7	2
4004	18	2
4005	2	2
4005	3	2
4005	10	2
4005	17	2
4005	18	2
4005	19	2
4006	16	2
4006	17	2
4006	18	2
4006	19	2
4007	19	2
4008	19	2
4006	36	2
4006	37	2
4006	38	2
4006	39	2
4006	56	2
4006	57	2
4006	58	2
4006	59	2
4006	76	2
4006	77	2
4006	78	2
4006	79	2
4004	160	2
4004	220	2
4006	315	2
4006	335	2
4006	352	2
4006	353	2
4006	354	2
4006	355	2
4001	372	2
4001	373	2
4001	395	2
4006	383	2
4006	406	2
4006	426	2
4002	496	2
4002	497	2
4002	498	2
4002	499	2
4005	480	2
4005	481	2
4005	482	2
4005	483	2
4006	480	2
4006	481	2
4006	482	2
4006	483	2
4002	516	2
4002	517	2
4002	518	2
4002	519	2
4005	500	2
4005	501	2
4005	502	2
4005	503	2
4006	500	2
4006	501	2
4006	502	2
4006	503	2
4002	536	2
4002	537	2
4002	538	2
4002	539	2
4005	520	2
4005	521	2
4005	522	2
4005	523	2
4006	520	2
4006	521	2
4006	522	2
4006	523	2
4002	556	2
4002	557	2
4002	558	2
4002	559	2
4005	540	2
4005	541	2
4005	542	2
4005	543	2
4006	540	2
4006	541	2
4006	542	2
4006	543	2
4002	576	2
4002	577	2
4002	578	2
4002	579	2
4005	560	2
4005	561	2
4005	562	2
4005	563	2
4006	560	2
4006	561	2
4006	562	2
4006	563	2
4001	595	2
4002	596	2
4002	597	2
4002	598	2
4002	599	2
4003	580	2
4005	580	2
4005	581	2
4005	582	2
4005	583	2
4006	580	2
4006	581	2
4006	582	2
4006	583	2
4002	616	2
4002	617	2
4002	618	2
4002	619	2
4005	600	2
4005	601	2
4005	602	2
4005	603	2
4006	600	2
4006	601	2
4006	602	2
4006	603	2
4002	636	2
4002	637	2
4002	638	2
4002	639	2
4005	620	2
4005	621	2
4005	622	2
4005	623	2
4006	620	2
4006	621	2
4006	622	2
4006	623	2
4002	656	2
4002	657	2
4002	658	2
4002	659	2
4005	640	2
4005	641	2
4005	642	2
4005	643	2
4006	640	2
4006	641	2
4006	642	2
4006	643	2
4002	676	2
4002	677	2
4002	678	2
4002	679	2
4005	660	2
4005	661	2
4005	662	2
4005	663	2
4006	660	2
4006	661	2
4006	662	2
4006	663	2
4002	696	2
4002	697	2
4002	698	2
4002	699	2
4005	680	2
4005	681	2
4005	682	2
4005	683	2
4006	680	2
4006	681	2
4006	682	2
4006	683	2
4002	716	2
4002	717	2
4002	718	2
4002	719	2
4005	700	2
4005	701	2
4005	702	2
4005	703	2
4006	700	2
4006	701	2
4006	702	2
4006	703	2
4001	738	2
4008	732	2
4008	733	2
4008	734	2
4008	735	2
4001	756	2
4001	757	2
4001	758	2
4008	752	2
4008	753	2
4008	754	2
4008	755	2
4001	776	2
4001	777	2
4001	778	2
4008	772	2
4008	773	2
4008	774	2
4008	775	2
4001	796	2
4008	792	2
4008	793	2
4008	794	2
4008	795	2
4008	812	2
4008	813	2
4008	814	2
4008	815	2
4001	839	2
4003	820	2
4008	832	2
4008	833	2
4008	834	2
4008	835	2
4001	856	2
4001	859	2
4005	851	2
4007	858	2
4008	852	2
4008	853	2
4008	854	2
4008	855	2
4001	879	2
4008	872	2
4008	873	2
4008	874	2
4008	875	2
4001	897	2
4001	898	2
4001	899	2
4006	888	2
4008	892	2
4008	893	2
4008	894	2
4008	895	2
4001	917	2
4001	918	2
4008	912	2
4008	913	2
4008	914	2
4008	915	2
4001	938	2
4008	932	2
4008	933	2
4008	934	2
4008	935	2
4001	958	2
4006	949	2
4008	952	2
4008	953	2
4008	954	2
4008	955	2
4003	972	2
4003	975	2
4004	964	2
4004	965	2
4004	966	2
4004	967	2
4003	992	2
4003	993	2
4004	984	2
4004	985	2
4004	986	2
4004	987	2
4003	1014	2
4004	1004	2
4004	1005	2
4004	1006	2
4004	1007	2
4006	1009	2
4003	1032	2
4003	1033	2
4003	1034	2
4004	1024	2
4004	1025	2
4004	1026	2
4004	1027	2
4003	1052	2
4004	1044	2
4004	1045	2
4004	1046	2
4004	1047	2
4004	1064	2
4004	1065	2
4004	1066	2
4004	1067	2
4001	1080	2
4001	1081	2
4004	1084	2
4004	1085	2
4004	1086	2
4004	1087	2
4004	1104	2
4004	1105	2
4004	1106	2
4004	1107	2
4004	1124	2
4004	1125	2
4004	1126	2
4004	1127	2
4004	1144	2
4004	1145	2
4004	1146	2
4004	1147	2
4004	1164	2
4004	1165	2
4004	1166	2
4004	1167	2
4004	1184	2
4004	1185	2
4004	1186	2
4004	1187	2
4001	1208	2
4001	1209	2
4001	1210	2
4001	1211	2
4008	1212	2
4008	1213	2
4008	1214	2
4008	1215	2
4001	1228	2
4001	1229	2
4001	1230	2
4001	1231	2
4008	1232	2
4008	1233	2
4008	1234	2
4008	1235	2
4001	1248	2
4001	1249	2
4001	1250	2
4001	1251	2
4008	1252	2
4008	1253	2
4008	1254	2
4008	1255	2
4001	1268	2
4001	1269	2
4001	1270	2
4001	1271	2
4008	1272	2
4008	1273	2
4008	1274	2
4008	1275	2
4001	1288	2
4001	1289	2
4001	1290	2
4001	1291	2
4008	1292	2
4008	1293	2
4008	1294	2
4008	1295	2
4001	1300	2
4001	1308	2
4001	1309	2
4001	1310	2
4001	1311	2
4008	1312	2
4008	1314	2
4001	1328	2
4001	1329	2
4001	1330	2
4001	1331	2
4001	1348	2
4001	1349	2
4001	1350	2
4001	1351	2
4001	1368	2
4001	1369	2
4001	1370	2
4001	1371	2
4001	1388	2
4001	1389	2
4001	1390	2
4001	1391	2
4001	1408	2
4001	1409	2
4001	1410	2
4001	1411	2
4001	1428	2
4001	1429	2
4001	1430	2
4001	1431	2
4003	1462	2
4001	1554	2
4003	1575	2
4007	1607	2
4008	1759	2
4007	1808	2
4007	1810	2
4007	1811	2
4007	1830	2
4007	1831	2
4007	1848	2
4007	1849	2
4007	1850	2
4007	1868	2
4007	1869	2
4007	1870	2
4007	1871	2
4007	1888	2
4007	1889	2
4007	1890	2
4007	1908	2
